"source","target","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","method","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","simple_interaction","complex_interaction","parent_intercell_source","parent_intercell_target","ligrecextra","pathwayextra","omnipath","kinaseextra","scope_intercell_source","aspect_intercell_source","category_source_intercell_source","genesymbol_intercell_source","entity_type_intercell_source","consensus_score_intercell_source","transmitter_intercell_source","receiver_intercell_source","secreted_intercell_source","plasma_membrane_transmembrane_intercell_source","plasma_membrane_peripheral_intercell_source","scope_intercell_target","aspect_intercell_target","category_source_intercell_target","genesymbol_intercell_target","entity_type_intercell_target","consensus_score_intercell_target","transmitter_intercell_target","receiver_intercell_target","secreted_intercell_target","plasma_membrane_transmembrane_intercell_target","plasma_membrane_peripheral_intercell_target","ligand_subunits_ord","receptor_subunits_ord","source_protein","lc_stoichiometry","lc_sources","lc_references","target_protein","rc_stoichiometry","rc_sources","rc_references","n_target_units","n_ligand_units","entrezgene_id_lc","ensembl_lc","protein_name_lc","entrezgene_id_rc","ensembl_rc","protein_name_rc","source_genesymbol","target_genesymbol"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GGT1_CYSLTR1","GGT1_GGT5_CYSLTR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GGT1__GGT5","CYSLTR1","P19440_P36269","1:1","CellPhoneDB",NA,"Q9Y271","2","PDB",NA,1,2,NA,NA,NA,10800,"ENSG00000173198","CLTR1_HUMAN","GGT1_GGT5","CYSLTR1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GGT1_CYSLTR2","GGT1_GGT5_CYSLTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GGT1__GGT5","CYSLTR2","P19440_P36269","1:1","CellPhoneDB",NA,"Q9NS75",NA,NA,NA,1,2,NA,NA,NA,57105,"ENSG00000152207","CLTR2_HUMAN","GGT1_GGT5","CYSLTR2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GGT1_GPR17","GGT1_GGT5_GPR17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GGT1__GGT5","GPR17","P19440_P36269","1:1","CellPhoneDB",NA,"Q13304",NA,NA,NA,1,2,NA,NA,NA,2840,"ENSG00000144230","GPR17_HUMAN","GGT1_GGT5","GPR17"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","ALOX5_CYSLTR1","ALOX5_ALOX5AP_LTC4S_CYSLTR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALOX5__ALOX5AP__LTC4S","CYSLTR1","P09917_P20292_Q16873","1:1:1","CellPhoneDB",NA,"Q9Y271","2","PDB",NA,1,3,NA,NA,NA,10800,"ENSG00000173198","CLTR1_HUMAN","ALOX5_ALOX5AP_LTC4S","CYSLTR1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","ALOX5_CYSLTR2","ALOX5_ALOX5AP_LTC4S_CYSLTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALOX5__ALOX5AP__LTC4S","CYSLTR2","P09917_P20292_Q16873","1:1:1","CellPhoneDB",NA,"Q9NS75",NA,NA,NA,1,3,NA,NA,NA,57105,"ENSG00000152207","CLTR2_HUMAN","ALOX5_ALOX5AP_LTC4S","CYSLTR2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","ALOX5_FPR2","ALOX5_ALOX5AP_LTC4S_FPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALOX5__ALOX5AP__LTC4S","FPR2","P09917_P20292_Q16873","1:1:1","CellPhoneDB",NA,"P25090",NA,NA,NA,1,3,NA,NA,NA,2358,"ENSG00000171049","FPR2_HUMAN","ALOX5_ALOX5AP_LTC4S","FPR2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","ALOX5_GPR17","ALOX5_ALOX5AP_LTC4S_GPR17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALOX5__ALOX5AP__LTC4S","GPR17","P09917_P20292_Q16873","1:1:1","CellPhoneDB",NA,"Q13304",NA,NA,NA,1,3,NA,NA,NA,2840,"ENSG00000144230","GPR17_HUMAN","ALOX5_ALOX5AP_LTC4S","GPR17"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","ALOX5_OXER1","ALOX5_ALOX5AP_LTC4S_OXER1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALOX5__ALOX5AP__LTC4S","OXER1","P09917_P20292_Q16873","1:1:1","CellPhoneDB",NA,"Q8TDS5",NA,NA,NA,1,3,NA,NA,NA,165140,"ENSG00000162881","OXER1_HUMAN","ALOX5_ALOX5AP_LTC4S","OXER1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","NRG1_ITGA6","NRG1_ITGA6_ITGB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRG1","ITGA6__ITGB4","Q02297",NA,NA,NA,"P16144_P23229","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;SIGNOR","12297042;14755292;2649503;19693543",2,1,3084,"ENSG00000157168","NRG1_HUMAN",NA,NA,NA,"NRG1","ITGA6_ITGB4"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","NODAL_ACVR1B","NODAL_ACVR1B_ACVR2A_TDGF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NODAL","ACVR1B__ACVR2A__TDGF1","Q96S42",NA,NA,NA,"P13385_P27037_P36896","1:1:1","CellPhoneDB",NA,3,1,4838,"ENSG00000156574","NODAL_HUMAN",NA,NA,NA,"NODAL","ACVR1B_ACVR2A_TDGF1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","NODAL_ACVR1C","NODAL_ACVR1C_ACVR2B_CFC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NODAL","ACVR1C__ACVR2B__CFC1","Q96S42",NA,NA,NA,"P0CG37_Q13705_Q8NER5","1:1:1","CellChatDB;CellPhoneDB",NA,3,1,4838,"ENSG00000156574","NODAL_HUMAN",NA,NA,NA,"NODAL","ACVR1C_ACVR2B_CFC1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","NODAL_ACVR1C","NODAL_ACVR1C_ACVR2B_TDGF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NODAL","ACVR1C__ACVR2B__TDGF1","Q96S42",NA,NA,NA,"P13385_Q13705_Q8NER5","1:1:1","CellPhoneDB",NA,3,1,4838,"ENSG00000156574","NODAL_HUMAN",NA,NA,NA,"NODAL","ACVR1C_ACVR2B_TDGF1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1A","DBH_SLC18A1_ADRA1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRA1A","P09172_P54219","1:1","CellPhoneDB",NA,"P35348",NA,NA,NA,1,2,NA,NA,NA,148,"ENSG00000120907","ADA1A_HUMAN","DBH_SLC18A1","ADRA1A"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1B","DBH_SLC18A1_ADRA1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRA1B","P09172_P54219","1:1","CellPhoneDB",NA,"P35368",NA,NA,NA,1,2,NA,NA,NA,147,"ENSG00000170214","ADA1B_HUMAN","DBH_SLC18A1","ADRA1B"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1D","DBH_SLC18A1_ADRA1D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRA1D","P09172_P54219","1:1","CellPhoneDB",NA,"P25100",NA,NA,NA,1,2,NA,NA,NA,146,"ENSG00000171873","ADA1D_HUMAN","DBH_SLC18A1","ADRA1D"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2A","DBH_SLC18A1_ADRA2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRA2A","P09172_P54219","1:1","CellPhoneDB",NA,"P08913",NA,NA,NA,1,2,NA,NA,NA,150,"ENSG00000150594","ADA2A_HUMAN","DBH_SLC18A1","ADRA2A"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2B","DBH_SLC18A1_ADRA2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRA2B","P09172_P54219","1:1","CellPhoneDB",NA,"P18089",NA,NA,NA,1,2,NA,NA,NA,151,"ENSG00000274286","ADA2B_HUMAN","DBH_SLC18A1","ADRA2B"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2C","DBH_SLC18A1_ADRA2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRA2C","P09172_P54219","1:1","CellPhoneDB",NA,"P18825","2","PDB",NA,1,2,NA,NA,NA,152,"ENSG00000184160","ADA2C_HUMAN","DBH_SLC18A1","ADRA2C"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB1","DBH_SLC18A1_ADRB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRB1","P09172_P54219","1:1","CellPhoneDB",NA,"P08588","2","PDB",NA,1,2,NA,NA,NA,153,"ENSG00000043591","ADRB1_HUMAN","DBH_SLC18A1","ADRB1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB2","DBH_SLC18A1_ADRB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRB2","P09172_P54219","1:1","CellPhoneDB",NA,"P07550","2","CORUM;PDB","17363375",1,2,NA,NA,NA,154,"ENSG00000169252","ADRB2_HUMAN","DBH_SLC18A1","ADRB2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB3","DBH_SLC18A1_ADRB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A1","ADRB3","P09172_P54219","1:1","CellPhoneDB",NA,"P13945",NA,NA,NA,1,2,NA,NA,NA,155,"ENSG00000188778","ADRB3_HUMAN","DBH_SLC18A1","ADRB3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1A","DBH_SLC18A2_ADRA1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRA1A","P09172_Q05940","1:1","CellPhoneDB",NA,"P35348",NA,NA,NA,1,2,NA,NA,NA,148,"ENSG00000120907","ADA1A_HUMAN","DBH_SLC18A2","ADRA1A"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1B","DBH_SLC18A2_ADRA1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRA1B","P09172_Q05940","1:1","CellPhoneDB",NA,"P35368",NA,NA,NA,1,2,NA,NA,NA,147,"ENSG00000170214","ADA1B_HUMAN","DBH_SLC18A2","ADRA1B"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1D","DBH_SLC18A2_ADRA1D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRA1D","P09172_Q05940","1:1","CellPhoneDB",NA,"P25100",NA,NA,NA,1,2,NA,NA,NA,146,"ENSG00000171873","ADA1D_HUMAN","DBH_SLC18A2","ADRA1D"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2A","DBH_SLC18A2_ADRA2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRA2A","P09172_Q05940","1:1","CellPhoneDB",NA,"P08913",NA,NA,NA,1,2,NA,NA,NA,150,"ENSG00000150594","ADA2A_HUMAN","DBH_SLC18A2","ADRA2A"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2B","DBH_SLC18A2_ADRA2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRA2B","P09172_Q05940","1:1","CellPhoneDB",NA,"P18089",NA,NA,NA,1,2,NA,NA,NA,151,"ENSG00000274286","ADA2B_HUMAN","DBH_SLC18A2","ADRA2B"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2C","DBH_SLC18A2_ADRA2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRA2C","P09172_Q05940","1:1","CellPhoneDB",NA,"P18825","2","PDB",NA,1,2,NA,NA,NA,152,"ENSG00000184160","ADA2C_HUMAN","DBH_SLC18A2","ADRA2C"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB1","DBH_SLC18A2_ADRB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRB1","P09172_Q05940","1:1","CellPhoneDB",NA,"P08588","2","PDB",NA,1,2,NA,NA,NA,153,"ENSG00000043591","ADRB1_HUMAN","DBH_SLC18A2","ADRB1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB2","DBH_SLC18A2_ADRB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRB2","P09172_Q05940","1:1","CellPhoneDB",NA,"P07550","2","CORUM;PDB","17363375",1,2,NA,NA,NA,154,"ENSG00000169252","ADRB2_HUMAN","DBH_SLC18A2","ADRB2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB3","DBH_SLC18A2_ADRB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC18A2","ADRB3","P09172_Q05940","1:1","CellPhoneDB",NA,"P13945",NA,NA,NA,1,2,NA,NA,NA,155,"ENSG00000188778","ADRB3_HUMAN","DBH_SLC18A2","ADRB3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1A","DBH_SLC6A2_ADRA1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRA1A","P09172_P23975","1:1","CellPhoneDB",NA,"P35348",NA,NA,NA,1,2,NA,NA,NA,148,"ENSG00000120907","ADA1A_HUMAN","DBH_SLC6A2","ADRA1A"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1B","DBH_SLC6A2_ADRA1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRA1B","P09172_P23975","1:1","CellPhoneDB",NA,"P35368",NA,NA,NA,1,2,NA,NA,NA,147,"ENSG00000170214","ADA1B_HUMAN","DBH_SLC6A2","ADRA1B"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA1D","DBH_SLC6A2_ADRA1D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRA1D","P09172_P23975","1:1","CellPhoneDB",NA,"P25100",NA,NA,NA,1,2,NA,NA,NA,146,"ENSG00000171873","ADA1D_HUMAN","DBH_SLC6A2","ADRA1D"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2A","DBH_SLC6A2_ADRA2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRA2A","P09172_P23975","1:1","CellPhoneDB",NA,"P08913",NA,NA,NA,1,2,NA,NA,NA,150,"ENSG00000150594","ADA2A_HUMAN","DBH_SLC6A2","ADRA2A"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2B","DBH_SLC6A2_ADRA2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRA2B","P09172_P23975","1:1","CellPhoneDB",NA,"P18089",NA,NA,NA,1,2,NA,NA,NA,151,"ENSG00000274286","ADA2B_HUMAN","DBH_SLC6A2","ADRA2B"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRA2C","DBH_SLC6A2_ADRA2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRA2C","P09172_P23975","1:1","CellPhoneDB",NA,"P18825","2","PDB",NA,1,2,NA,NA,NA,152,"ENSG00000184160","ADA2C_HUMAN","DBH_SLC6A2","ADRA2C"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB1","DBH_SLC6A2_ADRB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRB1","P09172_P23975","1:1","CellPhoneDB",NA,"P08588","2","PDB",NA,1,2,NA,NA,NA,153,"ENSG00000043591","ADRB1_HUMAN","DBH_SLC6A2","ADRB1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB2","DBH_SLC6A2_ADRB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRB2","P09172_P23975","1:1","CellPhoneDB",NA,"P07550","2","CORUM;PDB","17363375",1,2,NA,NA,NA,154,"ENSG00000169252","ADRB2_HUMAN","DBH_SLC6A2","ADRB2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","DBH_ADRB3","DBH_SLC6A2_ADRB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBH__SLC6A2","ADRB3","P09172_P23975","1:1","CellPhoneDB",NA,"P13945",NA,NA,NA,1,2,NA,NA,NA,155,"ENSG00000188778","ADRB3_HUMAN","DBH_SLC6A2","ADRB3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","PLAUR_ITGA4","PLAUR_ITGA4_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLAUR","ITGA4__ITGB1","Q03405","8","PDB",NA,"P05556_P13612","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;SIGNOR","3546305;9547293;19693543;33731188;12297042;14755292;15263094",2,1,5329,"ENSG00000011422","UPAR_HUMAN",NA,NA,NA,"PLAUR","ITGA4_ITGB1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","PLAUR_ITGAV","PLAUR_ITGAV_ITGB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLAUR","ITGAV__ITGB3","Q03405","8","PDB",NA,"P05106_P06756","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;KEGG-MEDICUS;PDB;SIGNOR","18441324;28302677;7532190;8798654;19693543;33731188;12297042;14755292;20027628;28846069",2,1,5329,"ENSG00000011422","UPAR_HUMAN",NA,NA,NA,"PLAUR","ITGAV_ITGB3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER1","HSD3B1_CATSPER1_CATSPERB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER1__CATSPERB","P14060","1","CellPhoneDB",NA,"Q8NEC5_Q9H7T0","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER1_CATSPERB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER1","HSD3B1_CATSPER1_CATSPERD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER1__CATSPERD","P14060","1","CellPhoneDB",NA,"Q86XM0_Q8NEC5","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER1_CATSPERD"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER2","HSD3B1_CATSPER2_CATSPERB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER2__CATSPERB","P14060","1","CellPhoneDB",NA,"Q96P56_Q9H7T0","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER2_CATSPERB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER2","HSD3B1_CATSPER2_CATSPERD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER2__CATSPERD","P14060","1","CellPhoneDB",NA,"Q86XM0_Q96P56","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER2_CATSPERD"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER3","HSD3B1_CATSPER3_CATSPERB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER3__CATSPERB","P14060","1","CellPhoneDB",NA,"Q86XQ3_Q9H7T0","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER3_CATSPERB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER3","HSD3B1_CATSPER3_CATSPERD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER3__CATSPERD","P14060","1","CellPhoneDB",NA,"Q86XM0_Q86XQ3","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER3_CATSPERD"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER4","HSD3B1_CATSPER4_CATSPERB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER4__CATSPERB","P14060","1","CellPhoneDB",NA,"Q7RTX7_Q9H7T0","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER4_CATSPERB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","HSD3B1_CATSPER4","HSD3B1_CATSPER4_CATSPERD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B1","CATSPER4__CATSPERD","P14060","1","CellPhoneDB",NA,"Q7RTX7_Q86XM0","1:1","CellPhoneDB",NA,2,1,3283,"ENSG00000203857","3BHS1_HUMAN",NA,NA,NA,"HSD3B1","CATSPER4_CATSPERD"
