"source","target","complex_interaction_OLD","source_genesymbol_OG","target_genesymbol_OG","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","source_genesymbol","source_genesymbol_subunit_1","source_genesymbol_subunit_2","source_genesymbol_subunit_3","source_genesymbol_subunit_4","source_genesymbol_subunit_5","target_genesymbol","target_genesymbol_subunit_1","target_genesymbol_subunit_2","target_genesymbol_subunit_3","target_genesymbol_subunit_4","target_genesymbol_subunit_5","complex_interaction","method","complex_interaction_rev","is_dupl_undirected"
"Q14055","P20916","COL9A2__MAG","COL9A2","MAG","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:2446864;Cellinker:2446864;HPRD:2446864;LRdb:2446864;connectomeDB2020:2446864","1","0","0","0","0","0","5","Baccin2019:2446864;Cellinker:2446864;HPRD:2446864;LRdb:2446864;connectomeDB2020:2446864","10","COL9A2","COL9A2",NA,NA,NA,NA,"MAG","MAG",NA,NA,NA,NA,"COL9A2__MAG","LIANA consensus, LIANA Ramilowski2015","MAG__COL9A2",FALSE
"Q14055","P18827","COL9A2__SDC1","COL9A2","SDC1","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"SDC1","SDC1",NA,NA,NA,NA,"COL9A2__SDC1","LIANA consensus, CellChat extracted","SDC1__COL9A2",FALSE
"Q14055","P17301_P05556","COL9A2__ITGA2_ITGB1","COL9A2","ITGA2_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"ITGA2_ITGB1","ITGA2","ITGB1",NA,NA,NA,"COL9A2__ITGA2_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA2_ITGB1__COL9A2",FALSE
"Q14055","P16070","COL9A2__CD44","COL9A2","CD44","ecm","CellChatDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"CD44","CD44",NA,NA,NA,NA,"COL9A2__CD44","LIANA consensus, CellChat extracted","CD44__COL9A2",FALSE
"Q14055","P06756_P26012","COL9A2__ITGAV_ITGB8","COL9A2","ITGAV_ITGB8","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"ITGAV_ITGB8","ITGAV","ITGB8",NA,NA,NA,"COL9A2__ITGAV_ITGB8","LIANA consensus, CellChat extracted","ITGAV_ITGB8__COL9A2",FALSE
"Q14055","O75578_P05556","COL9A2__ITGA10_ITGB1","COL9A2","ITGA10_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"ITGA10_ITGB1","ITGA10","ITGB1",NA,NA,NA,"COL9A2__ITGA10_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA10_ITGB1__COL9A2",FALSE
"Q14050","Q9UKX5_P05556","COL9A3__ITGA11_ITGB1","COL9A3","ITGA11_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"ITGA11_ITGB1","ITGA11","ITGB1",NA,NA,NA,"COL9A3__ITGA11_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA11_ITGB1__COL9A3",FALSE
"Q14050","Q9HCN6","COL9A3__GP6","COL9A3","GP6","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"GP6","GP6",NA,NA,NA,NA,"COL9A3__GP6","LIANA consensus, CellChat extracted","GP6__COL9A3",FALSE
"Q14050","Q13797_P05556","COL9A3__ITGA9_ITGB1","COL9A3","ITGA9_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"ITGA9_ITGB1","ITGA9","ITGB1",NA,NA,NA,"COL9A3__ITGA9_ITGB1","LIANA consensus, CellChat extracted","ITGA9_ITGB1__COL9A3",FALSE
"Q14050","P56199_P05556","COL9A3__ITGA1_ITGB1","COL9A3","ITGA1_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"ITGA1_ITGB1","ITGA1","ITGB1",NA,NA,NA,"COL9A3__ITGA1_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA1_ITGB1__COL9A3",FALSE
"Q14050","P31431","COL9A3__SDC4","COL9A3","SDC4","","","","","","","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"SDC4","SDC4",NA,NA,NA,NA,"COL9A3__SDC4","CellChat extracted","SDC4__COL9A3",FALSE
"Q14050","P26006_P05556","COL9A3__ITGA3_ITGB1","COL9A3","ITGA3_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"ITGA3_ITGB1","ITGA3","ITGB1",NA,NA,NA,"COL9A3__ITGA3_ITGB1","LIANA consensus, CellChat extracted","ITGA3_ITGB1__COL9A3",FALSE
"Q14050","P20916","COL9A3__MAG","COL9A3","MAG","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:32196115;Cellinker:2446864;HPRD:2446864;LRdb:2446864;connectomeDB2020:2446864","1","0","0","0","0","0","5","CellTalkDB:32196115;Cellinker:2446864;HPRD:2446864;LRdb:2446864;connectomeDB2020:2446864","8","COL9A3","COL9A3",NA,NA,NA,NA,"MAG","MAG",NA,NA,NA,NA,"COL9A3__MAG","LIANA consensus, LIANA Ramilowski2015","MAG__COL9A3",FALSE
"Q14050","P18827","COL9A3__SDC1","COL9A3","SDC1","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"SDC1","SDC1",NA,NA,NA,NA,"COL9A3__SDC1","LIANA consensus, CellChat extracted","SDC1__COL9A3",FALSE
"Q14050","P17301_P05556","COL9A3__ITGA2_ITGB1","COL9A3","ITGA2_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"ITGA2_ITGB1","ITGA2","ITGB1",NA,NA,NA,"COL9A3__ITGA2_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA2_ITGB1__COL9A3",FALSE
"Q14050","P16070","COL9A3__CD44","COL9A3","CD44","ecm","CellChatDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"CD44","CD44",NA,NA,NA,NA,"COL9A3__CD44","LIANA consensus, CellChat extracted","CD44__COL9A3",FALSE
"Q14050","P06756_P26012","COL9A3__ITGAV_ITGB8","COL9A3","ITGAV_ITGB8","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"ITGAV_ITGB8","ITGAV","ITGB8",NA,NA,NA,"COL9A3__ITGAV_ITGB8","LIANA consensus, CellChat extracted","ITGAV_ITGB8__COL9A3",FALSE
"Q14050","O75578_P05556","COL9A3__ITGA10_ITGB1","COL9A3","ITGA10_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A3","COL9A3",NA,NA,NA,NA,"ITGA10_ITGB1","ITGA10","ITGB1",NA,NA,NA,"COL9A3__ITGA10_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA10_ITGB1__COL9A3",FALSE
"Q14031","Q9UKX5_P05556","COL4A6__ITGA11_ITGB1","COL4A6","ITGA11_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ITGA11_ITGB1","ITGA11","ITGB1",NA,NA,NA,"COL4A6__ITGA11_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA11_ITGB1__COL4A6",FALSE
"Q14031","Q9NPY3","COL4A6__CD93","COL4A6","CD93","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218","1","0","0","0","0","0","5","CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218","8","COL4A6","COL4A6",NA,NA,NA,NA,"CD93","CD93",NA,NA,NA,NA,"COL4A6__CD93","LIANA consensus, LIANA Ramilowski2015","CD93__COL4A6",FALSE
"Q14031","Q9HCN6","COL4A6__GP6","COL4A6","GP6","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Wang","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"GP6","GP6",NA,NA,NA,NA,"COL4A6__GP6","LIANA consensus, CellChat extracted","GP6__COL4A6",FALSE
"Q14031","Q86SQ4","COL4A6__ADGRG6","COL4A6","ADGRG6","","","","","","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ADGRG6","ADGRG6",NA,NA,NA,NA,"COL4A6__ADGRG6","CellphoneDB extracted, CellChat extracted","ADGRG6__COL4A6",FALSE
"Q14031","Q13797_P05556","COL4A6__ITGA9_ITGB1","COL4A6","ITGA9_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ITGA9_ITGB1","ITGA9","ITGB1",NA,NA,NA,"COL4A6__ITGA9_ITGB1","LIANA consensus, CellChat extracted","ITGA9_ITGB1__COL4A6",FALSE
"Q14031","Q08722","COL4A6__CD47","COL4A6","CD47","ecm","CellChatDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"CD47","CD47",NA,NA,NA,NA,"COL4A6__CD47","LIANA consensus","CD47__COL4A6",FALSE
"Q14031","P56199_P05556","COL4A6__ITGA1_ITGB1","COL4A6","ITGA1_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ITGA1_ITGB1","ITGA1","ITGB1",NA,NA,NA,"COL4A6__ITGA1_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA1_ITGB1__COL4A6",FALSE
"Q14031","P31431","COL4A6__SDC4","COL4A6","SDC4","","","","","","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"SDC4","SDC4",NA,NA,NA,NA,"COL4A6__SDC4","CellChat extracted","SDC4__COL4A6",FALSE
"Q14031","P26006_P05556","COL4A6__ITGA3_ITGB1","COL4A6","ITGA3_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ITGA3_ITGB1","ITGA3","ITGB1",NA,NA,NA,"COL4A6__ITGA3_ITGB1","LIANA consensus, CellChat extracted","ITGA3_ITGB1__COL4A6",FALSE
"Q14031","P18827","COL4A6__SDC1","COL4A6","SDC1","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Wang","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"SDC1","SDC1",NA,NA,NA,NA,"COL4A6__SDC1","LIANA consensus, CellChat extracted","SDC1__COL4A6",FALSE
"Q14031","P17301_P05556","COL4A6__ITGA2_ITGB1","COL4A6","ITGA2_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET;SIGNOR","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815;SIGNOR:12123670","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ITGA2_ITGB1","ITGA2","ITGB1",NA,NA,NA,"COL4A6__ITGA2_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA2_ITGB1__COL4A6",FALSE
"Q14031","P16070","COL4A6__CD44","COL4A6","CD44","ecm","CellChatDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;Wang","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"CD44","CD44",NA,NA,NA,NA,"COL4A6__CD44","LIANA consensus, CellChat extracted","CD44__COL4A6",FALSE
"Q14031","P06756_P26012","COL4A6__ITGAV_ITGB8","COL4A6","ITGAV_ITGB8","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ITGAV_ITGB8","ITGAV","ITGB8",NA,NA,NA,"COL4A6__ITGAV_ITGB8","LIANA consensus, CellChat extracted","ITGAV_ITGB8__COL4A6",FALSE
"Q14031","O75578_P05556","COL4A6__ITGA10_ITGB1","COL4A6","ITGA10_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL4A6","COL4A6",NA,NA,NA,NA,"ITGA10_ITGB1","ITGA10","ITGB1",NA,NA,NA,"COL4A6__ITGA10_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA10_ITGB1__COL4A6",FALSE
"Q14011","Q9NP99","CIRBP__TREM1","CIRBP","TREM1","","","","","connectomeDB2020","connectomeDB2020:32027618;connectomeDB2020:32506691","","","","","","","","","","CIRBP","CIRBP",NA,NA,NA,NA,"TREM1","TREM1",NA,NA,NA,NA,"CIRBP__TREM1","LIANA consensus","TREM1__CIRBP",FALSE
"Q14005","Q9NZV8","IL16__KCND2","IL16","KCND2","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","1","0","0","0","0","0","4","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","9","IL16","IL16",NA,NA,NA,NA,"KCND2","KCND2",NA,NA,NA,NA,"IL16__KCND2","LIANA consensus, LIANA Ramilowski2015","KCND2__IL16",FALSE
"Q14005","Q9NSA2","IL16__KCND1","IL16","KCND1","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","1","0","0","0","0","0","4","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","9","IL16","IL16",NA,NA,NA,NA,"KCND1","KCND1",NA,NA,NA,NA,"IL16__KCND1","LIANA consensus, LIANA Ramilowski2015","KCND1__IL16",FALSE
"Q14005","Q99712","IL16__KCNJ15","IL16","KCNJ15","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680;connectomeDB2020:10479680","1","0","0","0","0","0","5","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680;connectomeDB2020:10479680","10","IL16","IL16",NA,NA,NA,NA,"KCNJ15","KCNJ15",NA,NA,NA,NA,"IL16__KCNJ15","LIANA consensus, LIANA Ramilowski2015","KCNJ15__IL16",FALSE
"Q14005","Q14957","IL16__GRIN2C","IL16","GRIN2C","ligand","","receptor","","Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","1","0","0","0","0","0","4","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","10","IL16","IL16",NA,NA,NA,NA,"GRIN2C","GRIN2C",NA,NA,NA,NA,"IL16__GRIN2C","LIANA consensus, LIANA Ramilowski2015","GRIN2C__IL16",FALSE
"Q14005","Q13224","IL16__GRIN2B","IL16","GRIN2B","","","","","CellPhoneDB;CellTalkDB;HPRD;I2D_CellPhoneDB","CellTalkDB:32103204;HPRD:10479680","","","","","","","","","","IL16","IL16",NA,NA,NA,NA,"GRIN2B","GRIN2B",NA,NA,NA,NA,"IL16__GRIN2B","LIANA consensus","GRIN2B__IL16",FALSE
"Q14005","Q12879","IL16__GRIN2A","IL16","GRIN2A","","","","","CellPhoneDB;CellTalkDB;HPRD;I2D_CellPhoneDB","CellTalkDB:32103204;HPRD:10479680","","","","","","","","","","IL16","IL16",NA,NA,NA,NA,"GRIN2A","GRIN2A",NA,NA,NA,NA,"IL16__GRIN2A","LIANA consensus","GRIN2A__IL16",FALSE
"Q14005","P78508","IL16__KCNJ10","IL16","KCNJ10","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:10479680;CellTalkDB:32196115;Cellinker:10479680;HPRD:10479680;LRdb:10479680;connectomeDB2020:10479680","1","0","0","0","0","0","6","Baccin2019:10479680;CellTalkDB:32196115;Cellinker:10479680;HPRD:10479680;LRdb:10479680;connectomeDB2020:10479680","10","IL16","IL16",NA,NA,NA,NA,"KCNJ10","KCNJ10",NA,NA,NA,NA,"IL16__KCNJ10","LIANA consensus, LIANA Ramilowski2015","KCNJ10__IL16",FALSE
"Q14005","P51681","IL16__CCR5","IL16","CCR5","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","IL16","IL16",NA,NA,NA,NA,"CCR5","CCR5",NA,NA,NA,NA,"IL16__CCR5","LIANA consensus","CCR5__IL16",FALSE
"Q14005","P48050","IL16__KCNJ4","IL16","KCNJ4","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:10479680;CellTalkDB:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","1","0","0","0","0","0","5","Baccin2019:10479680;CellTalkDB:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","8","IL16","IL16",NA,NA,NA,NA,"KCNJ4","KCNJ4",NA,NA,NA,NA,"IL16__KCNJ4","LIANA consensus, LIANA Ramilowski2015","KCNJ4__IL16",FALSE
"Q14005","P22001","IL16__KCNA3","IL16","KCNA3","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","1","0","0","0","0","0","4","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680","9","IL16","IL16",NA,NA,NA,NA,"KCNA3","KCNA3",NA,NA,NA,NA,"IL16__KCNA3","LIANA consensus, LIANA Ramilowski2015","KCNA3__IL16",FALSE
"Q14005","P21926","IL16__CD9","IL16","CD9","","","","","ICELLNET;InnateDB","ICELLNET:16144798;ICELLNET:29884309;InnateDB:16144798","","","","","","","","","","IL16","IL16",NA,NA,NA,NA,"CD9","CD9",NA,NA,NA,NA,"IL16__CD9","LIANA consensus","CD9__IL16",FALSE
"Q14005","P01730","IL16__CD4","IL16","CD4","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB","Baccin2019;CellChatDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:1851800;Baccin2019:7910967;CellTalkDB:1851800;Cellinker:1851800;Cellinker:7910967;DIP:7910967;HPRD:1851800;HPRD:7910967;ICELLNET:10438516;ICELLNET:7615501;InnateDB:7910967;LRdb:1851800;LRdb:791;connectomeDB2020:1851800;connectomeDB2020:7910967","","","","","","","","","","IL16","IL16",NA,NA,NA,NA,"CD4","CD4",NA,NA,NA,NA,"IL16__CD4","LIANA consensus, LIANA Ramilowski2015, CellChat extracted","CD4__IL16",FALSE
"Q14005","O15399","IL16__GRIN2D","IL16","GRIN2D","ligand","","receptor","","Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680;connectomeDB2020:10479680","1","0","0","0","0","0","5","Baccin2019:10479680;Cellinker:10479680;HPRD:10479680;LRdb:10479680;connectomeDB2020:10479680","11","IL16","IL16",NA,NA,NA,NA,"GRIN2D","GRIN2D",NA,NA,NA,NA,"IL16__GRIN2D","LIANA consensus, LIANA Ramilowski2015","GRIN2D__IL16",FALSE
"Q13813","P18433","SPTAN1__PTPRA","SPTAN1","PTPRA","","","","","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","SPTAN1","SPTAN1",NA,NA,NA,NA,"PTPRA","PTPRA",NA,NA,NA,NA,"SPTAN1__PTPRA","LIANA consensus","PTPRA__SPTAN1",FALSE
"Q13797_P05556","P19320","ITGA9_ITGB1__VCAM1","ITGA9_ITGB1","VCAM1","","","","","","","","","","","","","","","","ITGA9_ITGB1","ITGA9","ITGB1",NA,NA,NA,"VCAM1","VCAM1",NA,NA,NA,NA,"ITGA9_ITGB1__VCAM1","CellChat extracted","VCAM1__ITGA9_ITGB1",TRUE
"Q13753","Q7L1I2","LAMC2__SV2B","LAMC2","SV2B","","","","","","","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"SV2B","SV2B",NA,NA,NA,NA,"LAMC2__SV2B","CellChat extracted","SV2B__LAMC2",FALSE
"Q13753","Q7L0J3","LAMC2__SV2A","LAMC2","SV2A","","","","","","","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"SV2A","SV2A",NA,NA,NA,NA,"LAMC2__SV2A","CellChat extracted","SV2A__LAMC2",FALSE
"Q13753","Q496J9","LAMC2__SV2C","LAMC2","SV2C","","","","","","","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"SV2C","SV2C",NA,NA,NA,NA,"LAMC2__SV2C","CellChat extracted","SV2C__LAMC2",FALSE
"Q13753","Q14118","LAMC2__DAG1","LAMC2","DAG1","ecm","CellChatDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB","CellChatDB;Wang","","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"DAG1","DAG1",NA,NA,NA,NA,"LAMC2__DAG1","LIANA consensus, CellChat extracted","DAG1__LAMC2",FALSE
"Q13753","Q13797_P05556","LAMC2__ITGA9_ITGB1","LAMC2","ITGA9_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;Cellinker","Cellinker:10842354","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"ITGA9_ITGB1","ITGA9","ITGB1",NA,NA,NA,"LAMC2__ITGA9_ITGB1","LIANA consensus, CellChat extracted","ITGA9_ITGB1__LAMC2",FALSE
"Q13753","Q13683_P05556","LAMC2__ITGA7_ITGB1","LAMC2","ITGA7_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"ITGA7_ITGB1","ITGA7","ITGB1",NA,NA,NA,"LAMC2__ITGA7_ITGB1","LIANA consensus, CellChat extracted","ITGA7_ITGB1__LAMC2",FALSE
"Q13753","P56199_P05556","LAMC2__ITGB1_ITGA1","LAMC2","ITGB1_ITGA1","","","","","","","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"ITGA1_ITGB1","ITGA1","ITGB1",NA,NA,NA,"LAMC2__ITGA1_ITGB1","CellChat extracted","ITGA1_ITGB1__LAMC2",FALSE
"Q13753","P48509","LAMC2__CD151","LAMC2","CD151","","","","","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","LAMC2","LAMC2",NA,NA,NA,NA,"CD151","CD151",NA,NA,NA,NA,"LAMC2__CD151","LIANA consensus","CD151__LAMC2",FALSE
